utterance,category,intent
"I need information, can I talkto Customer Service?",CONTACT,contact_customer_service
ask alexa when my tickets are gonna to arrive,DELIVERY,delivery_period
"I want to check the options for delivery, what do I have to do?",DELIVERY,delivery_options
"I want to check my shipment, can you tell me how to do it?",ORDER,track_order
I need help contacting a human,CONTACT,contact_human_agent
"I have a question, help me call Customer Support",CONTACT,contact_customer_service
can i own several user accounts?,ACCOUNT,create_account
I want to know if I can have several profiles,ACCOUNT,create_account
I want to know how I can subscribe to the newsletter,NEWSLETTER,newsletter_subscription
"you're not helping, how can I speqk with a person?",CONTACT,contact_human_agent
can you show me the delivery options?,DELIVERY,delivery_options
can you  tell me if I can register more than one online accoun with the same email?,ACCOUNT,create_account
the concert was cancelled and i wanna request a refund,REFUNDS,get_refund
"I ordered an item, I need help changing my order",ORDER,change_order
"I purchased something, how do I modify my purchase?",ORDER,change_order
"I don't have a account, I need help opening one",ACCOUNT,create_account
"I have an issue when trying to make a payment with card, how do I inform of it?",PAYMENT,payment_issue
"I have an issue when trying to make a payment with card, how can I notify it?",PAYMENT,payment_issue
"I purchased an item, what can I do to change my order?",ORDER,change_order
"you aren't helping, I need help contacting someone",CONTACT,contact_human_agent
"i lost my bill, what do i have to do to check it?",INVOICES,check_invoices
can u ask alexa for information about the cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
I want to request some bills,INVOICES,get_invoice
"I'm not happy with the service, I need help lodging a complaint",FEEDBACK,complaint
"I got an error when I tried to pay, but my card was charged anyway, can you notify it?",PAYMENT,payment_issue
can u ask alexa how i can change my shipping address?,SHIPPING,change_shipping_address
"I can't find my bills, what can I do to see them?",INVOICES,check_invoices
my profile was hacked and  I'd like to recover it,ACCOUNT,recover_password
where can I check my package?,ORDER,track_order
"I want to file a consumer complaint, what should I do?",FEEDBACK,complaint
can you tell me if I can register two online accounts with the same email?,ACCOUNT,create_account
"i want a fucking reimbursement, help me request one",REFUNDS,get_refund
"please, can you ask Alexa where to notify a problem with my payment?",PAYMENT,payment_issue
"I got an error when I attempted to make a payment , but I was charged anyway, can I notify it?",PAYMENT,payment_issue
"i cant understand you , how can i speak with a human?",CONTACT,contact_human_agent
I lost my bills and I want to check them,INVOICES,check_invoices
"I want to file a complaint, can you help me?",FEEDBACK,complaint
"i wanna see the options for ticket delivery, what can i do?",DELIVERY,delivery_options
"I haven't got a profile, what can I do?",ACCOUNT,create_account
how can I notify an issue paying?,PAYMENT,payment_issue
"ive got no account, what do i have to do?",ACCOUNT,create_account
can u ask Alexa how to track my deliveries?,ORDER,track_order
can you show me my invoice?,INVOICES,check_invoices
"I want to check the options for ticket delivery, what do I have to do?",DELIVERY,delivery_options
"I want to request an invoice, can you give me some information?",INVOICES,get_invoice
show me the free phone number to contact Customer Service,CONTACT,contact_customer_service
ask alexa how to see their money back guarantee,REFUNDS,check_refund_policy
"i cant understand you and i wanna speak with a fucking human agent, please",CONTACT,contact_human_agent
"i would like to get information about seeing a bill, please",INVOICES,get_invoice
"i want to know the statua of my reimbursement, track ot",REFUNDS,track_refund
"I'm not happy with the service, I need help submitting a consumer complaint",FEEDBACK,complaint
ask Alexa how I could notify problems making a payment,PAYMENT,payment_issue
"the concert was cancelled, request a reimbursement",REFUNDS,get_refund
"can u ask alexa how to notify a fucking payment problem, please?",PAYMENT,payment_issue
can u ask alexa where to inform of payment problems?,PAYMENT,payment_issue
"i wanna know the status of my reimbursement, help me track it",REFUNDS,track_refund
I need information and I want to contact Client Service,CONTACT,contact_customer_service
"i need a refund, can i get one, please?",REFUNDS,get_refund
"I got an error when I attempted to make a payment, but I was charged anyway, what can I do?",PAYMENT,payment_issue
where do I notify a problem making a payment?,PAYMENT,payment_issue
ask alexa to switch to another fucking account,ACCOUNT,switch_account
"I forgot my account password, I need help retrieving it",ACCOUNT,recover_password
I found a problem while registering,ACCOUNT,registration_problems
"I'm happy with the service, how can I make an opinion?",FEEDBACK,review
"please, can you ask Alexa to check their reimbursement policy?",REFUNDS,check_refund_policy
"I can't find my invoice, check it",INVOICES,check_invoices
"I don't know anything about your reimbursement policy , tell me about it",REFUNDS,check_refund_policy
I had a problem whlie creating a profile,ACCOUNT,registration_problems
i want to see the free phone number to contact client service,CONTACT,contact_customer_service
can you tell me if I can create two online accounts with a single email?,ACCOUNT,create_account
"I want an account, how can I open one?",ACCOUNT,create_account
ask alexa how i could remove my account,ACCOUNT,delete_account
"i dont want my profile, remove it",ACCOUNT,delete_account
"i want to request a reimbursement, what should i do?",REFUNDS,get_refund
"i dont like the service, how do i file a complaint?",FEEDBACK,complaint
I want to know f I can request a bill,INVOICES,get_invoice
i have an issue making a payment and id like to report it,PAYMENT,payment_issue
"I need an online account, what can I do to create one?",ACCOUNT,create_account
"I would like to track my refund, what should I do ?",REFUNDS,track_refund
ask alexa to make  changes to my shipping address,SHIPPING,change_shipping_address
"you aren't helping, help me talk to a human agent",CONTACT,contact_human_agent
how do i edit the information on my profile?,ACCOUNT,edit_account
tell me how to request an invoice,INVOICES,get_invoice
"i have an issue paying for my online order, what should i do to report it?",PAYMENT,payment_issue
"I have a problem when trying to make a payment with card, report it",PAYMENT,payment_issue
"I can't find my bill, I need help seeing it",INVOICES,check_invoices
"i lost my bills, can u show them?",INVOICES,check_invoices
can I view the status of my order?,ORDER,track_order
can you show me the hours of Customer Support?,CONTACT,contact_customer_service
"I'm not happy with the service, can you file a complaint?",FEEDBACK,complaint
"the show was postponed, how do I get a reimbursement?",REFUNDS,get_refund
"the show was postponed, what should I do?",REFUNDS,get_refund
"I want to check the cancellation fee, what should I do?",CANCELLATION_FEE,check_cancellation_fee
i wanna know if my shipment is out for delivery,ORDER,track_order
ask alexa where to create a profile,ACCOUNT,create_account
"im happy with the service, help me lodge a review",FEEDBACK,review
I don't know anything about your money back policy,REFUNDS,check_refund_policy
youre not helping and i want to contact a human agent,CONTACT,contact_human_agent
i want information about the fucking email address of the Customer Support,CONTACT,contact_customer_service
"I do not like the service , I need help submitting a complaint, please",FEEDBACK,complaint
is it possible to subscribe to the newsletter?,NEWSLETTER,newsletter_subscription
"I want to download a bill, can you tell me how I can do it?",INVOICES,get_invoice
i dont understand you and id like to speak with a fucking human agent,CONTACT,contact_human_agent
"ask alexa where to see their payment options, please",PAYMENT,check_payment_methods
"i wanna track my purchase, what do i have to do?",ORDER,track_order
"I want to view cancerllation fees, what should I do?",CANCELLATION_FEE,check_cancellation_fee
someone stole my account password and i want to recover it,ACCOUNT,recover_password
I can't understand you and I want to speak with a person,CONTACT,contact_human_agent
"i wanna lodge a complaint for a service, what do i have to do?",FEEDBACK,complaint
"I have an issue paying for my order, inform of it",PAYMENT,payment_issue
"i want to submit a fucking comment for a service, what should i do?",FEEDBACK,review
"the game was cancelled, can I obtain a refund?",REFUNDS,get_refund
"I got an error message when I attempted to pay, but I was charged anyway, what do I have to do?",PAYMENT,payment_issue
helpme view the status of my refund,REFUNDS,track_refund
how do I see your reimbursement policy?,REFUNDS,check_refund_policy
I want to know how to check my package,ORDER,track_order
"i want to request a refund, can u help me?",REFUNDS,get_refund
"i need information, i need help talking to customer service",CONTACT,contact_customer_service
can u ask Alexa how I can track my eliveries?,ORDER,track_order
"I lost my bills, can you check them?",INVOICES,check_invoices
"im happy with the service, how do i make a comment?",FEEDBACK,review
can i create an online account?,ACCOUNT,create_account
"i got an error when i attempted to pay, but i was charged anyway, can i report it?",PAYMENT,payment_issue
ask alexa to lodge a consumer complaint for a service,FEEDBACK,complaint
can you tell me how I can obtain some bils ?,INVOICES,get_invoice
"please, could you ask Alexa how to cancel my online account?",ACCOUNT,delete_account
"youre not helping, help me speak with a person",CONTACT,contact_human_agent
I want to see the mail address to contact Customer Support,CONTACT,contact_customer_service
"I want to download some invoices, can you show me some information?",INVOICES,get_invoice
"I got an error message when I tried to make a payment, but my card was charged anyway, how can I report it?",PAYMENT,payment_issue
"my profile was hacked, what can i do?",ACCOUNT,recover_password
I want to know where to track my package,ORDER,track_order
"I don't like the service, how do I lodge a consumer complaint?",FEEDBACK,complaint
where do I update my shipping address?,SHIPPING,change_shipping_address
ask alexa how i can view their reimbursement policy,REFUNDS,check_refund_policy
tell me if there is a free phone number to contact Customer Support,CONTACT,contact_customer_service
"i am happy with the service, could i lodge an opinion?",FEEDBACK,review
I want to know how to change my order,ORDER,change_order
"I bought an item, how can I modify my order?",ORDER,change_order
where can I report problems paying?,PAYMENT,payment_issue
"someone stole my password, retrieve it",ACCOUNT,recover_password
can I create more than one user account with the same email address?,ACCOUNT,create_account
"I can't understand you, what do I have to do to talk to a human agent?",CONTACT,contact_human_agent
how do I check the options for ticket delivery?,DELIVERY,delivery_options
"I lst my inviices, what can I do to check them?",INVOICES,check_invoices
"I want to view cancellation fees , what can I do?",CANCELLATION_FEE,check_cancellation_fee
i wanna see my bills,INVOICES,check_invoices
ask alexa if i can report problems with my payment,PAYMENT,payment_issue
"an error message pops when i try to pay for my online order, can u help me?",PAYMENT,payment_issue
"i get an error message when i try to pay, what do i have to do?",PAYMENT,payment_issue
i want to close my profile,ACCOUNT,delete_account
"I have a problem paying for my online order, can you inform of it?",PAYMENT,payment_issue
"I can't understand you, help me contact an person",CONTACT,contact_human_agent
"I do not have a fucking shipping address, how could I set it up?",SHIPPING,set_up_shipping_address
"Iwant to receive the newsletter, can you give me some information?",NEWSLETTER,newsletter_subscription
how to report problems making a payment,PAYMENT,payment_issue
"I need a sure account, how can I open one?",ACCOUNT,create_account
"I have an issue paying for my order, how can I report it?",PAYMENT,payment_issue
I want to know how to see some bills,INVOICES,get_invoice
i wanna see the mail of customer service,CONTACT,contact_customer_service
"I want to edit my shipping address, can you help me?",SHIPPING,change_shipping_address
"I have a problem when trying to pay for my order, what should I do to report it?",PAYMENT,payment_issue
"I have a problem paying for my online order, what can I do to report it?",PAYMENT,payment_issue
can i receive a refund?,REFUNDS,get_refund
"please, could you ask Alexa where I can view thir fucking refund policy?",REFUNDS,check_refund_policy
can you tell me about the delivery period for my tickets?,DELIVERY,delivery_period
"I got an error message when I attempted to pay, but I was charged anyway, report it",PAYMENT,payment_issue
"youre not helping, can u talk to a human?",CONTACT,contact_human_agent
"an error pops when I try to pay for my order, what should I do?",PAYMENT,payment_issue
"I want to check the cancellation fee, can you help me?",CANCELLATION_FEE,check_cancellation_fee
tell me if I can check my delivery,ORDER,track_order
can you showme your money back policy?,REFUNDS,check_refund_policy
how do I inform of payment issues?,PAYMENT,payment_issue
"i want to know the status of my reimbursement, how do i track it?",REFUNDS,track_refund
"i wanna check my order, tell me where I can do it",ORDER,track_order
"i need infoprmation, can i speak with customer support?",CONTACT,contact_customer_service
"i wanna update my shipping address, what should i do?",SHIPPING,change_shipping_address
I need help getting a fucking refund,REFUNDS,get_refund
how do I view the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
"the show was postponed, how do I obtain a reimbursement?",REFUNDS,get_refund
"u are not helping, can u contact someone?",CONTACT,contact_human_agent
help me notify a payment problem,PAYMENT,payment_issue
"my online account's been hacked, how do i get it back?",ACCOUNT,recover_password
"I want to close my user account, how can I do it?",ACCOUNT,delete_account
"I want to see cancellation fees, can you help me?",CANCELLATION_FEE,check_cancellation_fee
"I have  a problem when trying to pay for my order, I need help reporting it",PAYMENT,payment_issue
can u ask alexa were to see my invoice?,INVOICES,check_invoices
"i wanna see some fucking bills, tell me how I can do it, please",INVOICES,get_invoice
the show was cancelled and I would like to request a reimbursement,REFUNDS,get_refund
"I want to modify my purchase, can you give me some information?",ORDER,change_order
tell me when my ticket is going to arrive,DELIVERY,delivery_period
ask alexa if i can check the status of my order,ORDER,track_order
"I can't find my invoices, I need help checking them",INVOICES,check_invoices
"i can't find my fucking invoices, can u show them, please?",INVOICES,check_invoices
"i want information, can u call customer service?",CONTACT,contact_customer_service
can u ask Alexa if I can see an invoice?,INVOICES,get_invoice
"I'd like to use my other user account, I need help switching them",ACCOUNT,switch_account
"i wanna get a refund, what do i have to do?",REFUNDS,get_refund
can you tell me how to track my order?,ORDER,track_order
"I have an issue when trying to make a payment, how can I inform of it?",PAYMENT,payment_issue
"I need a reimbursement, what do I have to do?",REFUNDS,get_refund
help me see the status of my order,ORDER,track_order
"i boughtsomething, can I change my order?",ORDER,change_order
can u ask alexa if i can request a bill?,INVOICES,get_invoice
"I don't bave an account, how can I open one?",ACCOUNT,create_account
is it possibel to change my order?,ORDER,change_order
"I need information, help me send an email to Customer Support",CONTACT,contact_customer_service
"I want to obtain some invoices, tell me how I can do it",INVOICES,get_invoice
tell me if I can register more than one user account with a single email,ACCOUNT,create_account
where canI seemy bill?,INVOICES,check_invoices
"I want to get a refund, what do I have to do?",REFUNDS,get_refund
"someone stole my account password, what can I do to retrieve it?",ACCOUNT,recover_password
I have an issue when trying to make a payment and I want to report it,PAYMENT,payment_issue
can u ask alexa how i can inform of a problem paying?,PAYMENT,payment_issue
can I inform of an issue making a payment?,PAYMENT,payment_issue
tell me if there is any person available,CONTACT,contact_human_agent
"I want to reset my account password, what should I do?",ACCOUNT,recover_password
"I got an error message when I attempted to pay, but I was charged anyway and I want to report it",PAYMENT,payment_issue
the concert was postponed and I want to obtain a reimbursement,REFUNDS,get_refund
"I want to know the status of my reimbursement, what do I have to do?",REFUNDS,track_refund
"I changed my mind, I need help closing my account",ACCOUNT,delete_account
"I'm happy with the service, how do I make a comment?",FEEDBACK,review
I want to know if I can see a bill,INVOICES,get_invoice
I get an error when I try to pay for my order,PAYMENT,payment_issue
"I need information, call Customer Support",CONTACT,contact_customer_service
how can i solve problems with my payment?,PAYMENT,payment_issue
"please, could u ask alexa to speak with fucking customer service?",CONTACT,contact_customer_service
where can I make a complaint for a service?,FEEDBACK,complaint
"I want information, can I sernd an email to Customer Support?",CONTACT,contact_customer_service
i want to know if there is a newsletter i can subscribe to,NEWSLETTER,newsletter_subscription
can u ask alexa if i can change the information on my profile?,ACCOUNT,edit_account
"I've got no user accounht, I need help registering",ACCOUNT,create_account
"I want information, how can I call Customer Support?",CONTACT,contact_customer_service
i need information and i wanna contact customer support,CONTACT,contact_customer_service
"I don't understand you, how do I talk to a human agent?",CONTACT,contact_human_agent
tell me if I can check my order,ORDER,track_order
"I don't understand you, how can I speak with someone?",CONTACT,contact_human_agent
could u ask alexa how to update the information on my profile?,ACCOUNT,edit_account
can you ask Alexa if I could see my fucking bill ?,INVOICES,check_invoices
"the game was postponed, how can I request a reimbursement?",REFUNDS,get_refund
"I don't have an online account, open one",ACCOUNT,create_account
can i create more than one profile with a single email?,ACCOUNT,create_account
"someone stole my password, how do I recover it?",ACCOUNT,recover_password
where do I change my shipping address?,SHIPPING,change_shipping_address
how do i see the options for ticket delivery?,DELIVERY,delivery_options
ask alexa if i can make a purchase,ORDER,place_order
"an error pops when I attempt to make a payment, what should I do?",PAYMENT,payment_issue
I purchased an item and I want to modify my purchase,ORDER,change_order
"I lost my invoice, I need help viewing it",INVOICES,check_invoices
"id like to submit a consumer complaint for a service, what do i have to do?",FEEDBACK,complaint
"i would like to request an invoice, can you tell me how I can do it, please?",INVOICES,get_invoice
"please, could you ask Alexa how to report a fucking issue making a payment?",PAYMENT,payment_issue
"I got an error message when I attempted to make a payment, but I was charged anyway, what can I do to notify it?",PAYMENT,payment_issue
I want to ask for information about changing my order,ORDER,change_order
I want to see the hours of Customer Support,CONTACT,contact_customer_service
how to register,ACCOUNT,create_account
"i want a refund, what do i have to do to request one?",REFUNDS,get_refund
"I haven't got an account, how do I create one?",ACCOUNT,create_account
how do I leave a  comment?,FEEDBACK,review
"i cant understand you , help me talk to a human agent",CONTACT,contact_human_agent
i wanna inform of an issue makign a payment,PAYMENT,payment_issue
I had an issue when trying to sign up,ACCOUNT,registration_problems
"please, could you tell me if i could create several user accounts with the same email address?",ACCOUNT,create_account
"could u ask alexa if i can close my fucking online account, please?",ACCOUNT,delete_account
"I ordered a product, what can I do to modify my purchase?",ORDER,change_order
I changed my mind and I want to close my profile,ACCOUNT,delete_account
how to open an account,ACCOUNT,create_account
"I ordered a product, I need help modifying my purchase",ORDER,change_order
"i got an error when i tried to make a payment, but i was charged anyway, i need help informing of it",PAYMENT,payment_issue
"I want to get a bill, can you give me some information?",INVOICES,get_invoice
ask Alexa if i could track my fucking packages,ORDER,track_order
"I got an error message when I attempted to pay, but I was charged anyway, what should I do?",PAYMENT,payment_issue
can I see your payment methods?,PAYMENT,check_payment_methods
"i dont understand you, what can i do to talk to a person?",CONTACT,contact_human_agent
"I have an issue when trying to pay for my online order , what can I do to notify it?",PAYMENT,payment_issue
"I want to notify an issue making a payment, what can I do?",PAYMENT,payment_issue
can you tell me if i can create two user accounts with a single email ?,ACCOUNT,create_account
"please, can you ask alexa if I could track my fucking order?",ORDER,track_order
my online account's been hacked and i wanna get it back,ACCOUNT,recover_password
"I would like to see the fucking email to contact Customer Support, please",CONTACT,contact_customer_service
can you tell me the email address of Customer Service?,CONTACT,contact_customer_service
I want to track my delivery,ORDER,track_order
ask alexa how i can notify a payment issue,PAYMENT,payment_issue
ask alexa if i can solve an issue making a payment,PAYMENT,payment_issue
can u ask alexa to retrieve my account password?,ACCOUNT,recover_password
"can u ask alexa if i can see the cancellation fees, please?",CANCELLATION_FEE,check_cancellation_fee
information about obtaining some bills,INVOICES,get_invoice
can u ask alexa where to inform of an issue paying?,PAYMENT,payment_issue
tell me if there's a newsletter i can receive,NEWSLETTER,newsletter_subscription
where do I modify my shipping address?,SHIPPING,change_shipping_address
"could u ask Alexa how to know where my shipments are, please?",ORDER,track_order
"I need information, I need help talking to Client Service",CONTACT,contact_customer_service
"i have a problem when trying to pay for my order, can i notify it?",PAYMENT,payment_issue
I want to report payment problems,PAYMENT,payment_issue
"an error message pops when I attempt to pay for my online order, what should I do?",PAYMENT,payment_issue
I want to know if I can create two profiles with the same email address,ACCOUNT,create_account
"I've got no user account, what should I do to create one?",ACCOUNT,create_account
can you obtain an invoice?,INVOICES,get_invoice
"i changed my mind, i need help closing my account",ACCOUNT,delete_account
"I got an error when I tried to make a payment, but my card was charged anyway, how can I report it?",PAYMENT,payment_issue
"i wanna report a problem making a payment, what do i have to do?",PAYMENT,payment_issue
"I want to change my order, can you tell me how I can do it?",ORDER,change_order
can you ask alexa how I can get some bills?,INVOICES,get_invoice
"I have an issue when trying to pay with card, I need help informing of it",PAYMENT,payment_issue
"my user account has been hacked, what should i do to get it back?",ACCOUNT,recover_password
information about the delivery period,DELIVERY,delivery_period
i wanna know how fast i can expect my tickets to arrive,DELIVERY,delivery_period
"can you ask alexa where I can check my shipments, please?",ORDER,track_order
"i dont want my user account, can i delete it?",ACCOUNT,delete_account
can you tell me if I can register several online accounts with a single email address?,ACCOUNT,create_account
"I want to remove my profile, where can I do it?",ACCOUNT,delete_account
"I can't remember my fucking password, can you retrieve it?",ACCOUNT,recover_password
where could i inform of fucking payment issues?,PAYMENT,payment_issue
can I call Customer Service?,CONTACT,contact_customer_service
"please, could you ask Alexa how to report issues with my payment?",PAYMENT,payment_issue
can I register two user accounts with a single email?,ACCOUNT,create_account
"could you ask Alexa how I can report fucking problems paying, please?",PAYMENT,payment_issue
"I want to file a review, what can I do?",FEEDBACK,review
how can I leave a review ?,FEEDBACK,review
where to see your payment methods,PAYMENT,check_payment_methods
can I update my shipping address?,SHIPPING,change_shipping_address
ask alexa where i can see the delivery options,DELIVERY,delivery_options
"I have a problem when trying to pay with card, what should I do to report it?",PAYMENT,payment_issue
"I want to modify my order, can you tell me where I can do it?",ORDER,change_order
"i need information, can u talk to fucking client service?",CONTACT,contact_customer_service
i want to know if i can have several online accounts,ACCOUNT,create_account
"I got an erfror when I attempted to pay, but I was charged anyway, what should I do?",PAYMENT,payment_issue
where do I leave a comment for a service?,FEEDBACK,review
"I have a question, what should I do to send an email to Customer Service?",CONTACT,contact_customer_service
can you show me the phone number to contact Customer Service?,CONTACT,contact_customer_service
can u ask alexa how i cxan check the delivery options ?,DELIVERY,delivery_options
"i have a question, could i speak with customer support?",CONTACT,contact_customer_service
can u ask alexa how to talk to client service?,CONTACT,contact_customer_service
could you ask Alexa what my shipment of my fucking packages is?,ORDER,track_order
I want to ask for information about changing my purchase,ORDER,change_order
I want to see the phone number of Client Service,CONTACT,contact_customer_service
how can i check the status of my reimbursement?,REFUNDS,track_refund
I want information about modifying my order,ORDER,change_order
"I need an online account, help me createone",ACCOUNT,create_account
could u ask alexa how i can talk to a person?,CONTACT,contact_human_agent
"I'm not happy with the service, lodge a complaint",FEEDBACK,complaint
where can i notify an issue with my payment?,PAYMENT,payment_issue
"you arent helping, what do i have to do to speak with a person?",CONTACT,contact_human_agent
can you ask Alexa if there's a newsletter i can receive?,NEWSLETTER,newsletter_subscription
ask alexa how to inform of an isue paying,PAYMENT,payment_issue
"I get an error when I attempt to pay for my order, what can I do?",PAYMENT,payment_issue
"I have a problem paying for my order, how can I notify it?",PAYMENT,payment_issue
where to see your refund policy,REFUNDS,check_refund_policy
can u ask alexa to solve issues with my payment?,PAYMENT,payment_issue
tell me how I can download some bills,INVOICES,get_invoice
i want a profile and i wana create one,ACCOUNT,create_account
tell me how to get a bill,INVOICES,get_invoice
ask alexa if i can report payment issues,PAYMENT,payment_issue
can I create more than one profile with a single email address?,ACCOUNT,create_account
"im not happy with the service and i want to lodge a consumer complaint, please",FEEDBACK,complaint
can u ask alexa to reset my account password?,ACCOUNT,recover_password
"I got an error message when I attempted to pay, but I was charged anyway, help me notify it",PAYMENT,payment_issue
"Id like to track my order, tell me where I can od it, please",ORDER,track_order
"I got an error when I attempted to pay, but I was charged anyway, what can I do?",PAYMENT,payment_issue
"I have an issue making an payment with card, what do I have to do to report it?",PAYMENT,payment_issue
"please, ask alexa how to notify fucking payment problems",PAYMENT,payment_issue
information about getting some bils,INVOICES,get_invoice
"my user account has been hacked, what do i have to do to get it back?",ACCOUNT,recover_password
where do I report problems with my payment?,PAYMENT,payment_issue
I'd like to see the email address of the Customer Service,CONTACT,contact_customer_service
I need help getting a refund,REFUNDS,get_refund
"ive got o online account, what can i do?",ACCOUNT,create_account
"I've got no user account, what can I do?",ACCOUNT,create_account
how can i check your payment methods?,PAYMENT,check_payment_methods
where can I check my deliveries?,ORDER,track_order
i want to know where I can get an invoice,INVOICES,get_invoice
"i changed my mind, how can i close my online account?",ACCOUNT,delete_account
my profile was hacked and i want to recover it,ACCOUNT,recover_password
information about obtaining some invoices,INVOICES,get_invoice
how can I change to another online account?,ACCOUNT,switch_account
I have a question and I want to talk to Client Service,CONTACT,contact_customer_service
is Customer Support available?,CONTACT,contact_customer_service
"you aren't helping, how do I speak with someone?",CONTACT,contact_human_agent
"i cant understand you, can i talk to a human?",CONTACT,contact_human_agent
ask alexa how to see the delivery options,DELIVERY,delivery_options
"youre not helping, can i talk to a human?",CONTACT,contact_human_agent
"I get an error message when I attempt to make a payment, what can I do?",PAYMENT,payment_issue
"I'm not happy with the service, can I file a complaint?",FEEDBACK,complaint
can I lodge a complaint?,FEEDBACK,complaint
"I don't want my profile, how can I delete it?",ACCOUNT,delete_account
where do i inform of issues making a payment?,PAYMENT,payment_issue
an error message pops when i try to make a payment for my order,PAYMENT,payment_issue
wherw can I see the status of my refund?,REFUNDS,track_refund
"i changed my mind, i need help closing my fucking account, please",ACCOUNT,delete_account
"I want to receive the newsletter, can you tell me where to do it?",NEWSLETTER,newsletter_subscription
"I lost my password, can you reset it?",ACCOUNT,recover_password
"please, show me the fucking email address to contact customer support",CONTACT,contact_customer_service
"please, can u ask alexa how to solve payment issues?",PAYMENT,payment_issue
"the concert was postponed, how do I obtain a refund?",REFUNDS,get_refund
"can you talk to fucking Client Service, please?",CONTACT,contact_customer_service
can I create two user accounts with the same email address?,ACCOUNT,create_account
"I'm not happy with the service, what do I have to do to file a consumer complaint?",FEEDBACK,complaint
"you raen't helping, how can I contact someone?",CONTACT,contact_human_agent
"I need information, call Customer Service",CONTACT,contact_customer_service
"please, could you ask Alexa how I can switch to another fucking online account?",ACCOUNT,switch_account
"im discontent with the service, can i submit a consumer complaint?",FEEDBACK,complaint
"the game was cancelled, get a reimbursement",REFUNDS,get_refund
can you tell me if I  can request some bills?,INVOICES,get_invoice
can you tell me where to receive the newsletter?,NEWSLETTER,newsletter_subscription
"I'm happy with the service, can you lodge a comment?",FEEDBACK,review
where can I switch to another online account?,ACCOUNT,switch_account
"I have no online account, what do I have to do to open one?",ACCOUNT,create_account
"i dont like the service, help me submit a complaint, please",FEEDBACK,complaint
"I want to check my shipments, can you tell me how to do it?",ORDER,track_order
"i want to see my bill, what can i do?",INVOICES,check_invoices
"the concert was postponed, how  can I obtain an refund?",REFUNDS,get_refund
"i cant remember my password, what can i do to recover it?",ACCOUNT,recover_password
"you're not helping, can you talk to a person?",CONTACT,contact_human_agent
how do I cancel an order?,ORDER,cancel_order
"please, ask alexa if i cluld inform of an issue paying",PAYMENT,payment_issue
I want to see the email of Customer Support,CONTACT,contact_customer_service
"I want to inform of an issue making a payment, what should I do?",PAYMENT,payment_issue
"i need an account, what do i have to do to create one?",ACCOUNT,create_account
"I got an error message when I attempted to make a payment, but my card was charged anyway, can I notify it?",PAYMENT,payment_issue
"i need help lodging a complaint, please",FEEDBACK,complaint
could you tell me the fucking phone number of customer support?,CONTACT,contact_customer_service
"I don't understand you, help me talk to a person",CONTACT,contact_human_agent
"i have no user account and i wanna open one, please",ACCOUNT,create_account
can u ask alexa if i can delete my online account?,ACCOUNT,delete_account
where can I notify problems with my payment?,PAYMENT,payment_issue
where can I view the options ofr ticket delivery?,DELIVERY,delivery_options
"id like to request information about getting an invoice, please",INVOICES,get_invoice
"I want to track my purchase, what can I do?",ORDER,track_order
I wnt to file a consumer complaint,FEEDBACK,complaint
"i have a problem paying with card, can i notify it?",PAYMENT,payment_issue
"I want to file a complaint, what should I do?",FEEDBACK,complaint
"please, can u ask alexa where I can change my order?",ORDER,change_order
"I want information, can you talk to Customer Support?",CONTACT,contact_customer_service
"I've got no account, help me register",ACCOUNT,create_account
how can I modify my profile?,ACCOUNT,edit_account
"I made a mistake, help me change my purchase",ORDER,change_order
I need information about the email address of the Customer Service,CONTACT,contact_customer_service
"i want to know if i could have several user accounts, please",ACCOUNT,create_account
"i wanna view cancellation fees, what can i do?",CANCELLATION_FEE,check_cancellation_fee
can you tell me if I can register several online accounts with the same email address?,ACCOUNT,create_account
I wanna know where to check my shipments,ORDER,track_order
"i get an error message when i attempt to make a payment for my order, what do i have to do?",PAYMENT,payment_issue
i have a problem making a payment with card,PAYMENT,payment_issue
where can I check your payment options?,PAYMENT,check_payment_methods
I want to know how I can see some bills,INVOICES,get_invoice
can you show me information about your refund policy?,REFUNDS,check_refund_policy
"I want to open an online account, what should I do?",ACCOUNT,create_account
"I forgot my account password, what should I do to recover it?",ACCOUNT,recover_password
tell me if I can have sevwral use accounts,ACCOUNT,create_account
i want to know what the number of client service is,CONTACT,contact_customer_service
"i didn't receive my invoices, how can i view them?",INVOICES,check_invoices
can you show me information about the email address of the Customer Support?,CONTACT,contact_customer_service
"I don't want my profile, can I delete it?",ACCOUNT,delete_account
can you tell me if there's a newsletter to stay up-to-date?,NEWSLETTER,newsletter_subscription
"I need information, what do I have to do to talk to Client Service?",CONTACT,contact_customer_service
"I have a problem when trying to make an payment, what can I do to notify it?",PAYMENT,payment_issue
"I forgot my accouunt password, what can I do to reset it?",ACCOUNT,recover_password
"i would like to ask for information about getting a bill, please",INVOICES,get_invoice
I can't find my invoice and I want to view it,INVOICES,check_invoices
"i didn't receive my invoics, how dl i check them?",INVOICES,check_invoices
"I need information, how can I send an email to Customer Service?",CONTACT,contact_customer_service
how can I inform of an issue aking a payment?,PAYMENT,payment_issue
can I register two user accounts with the same email address?,ACCOUNT,create_account
can you tell me if my shipments are out for delivery?,ORDER,track_order
how do i write a comment for a service?,FEEDBACK,review
